name,surname,URI
VITO NICOLÒ,DE NICOLÒ,http://dati.camera.it/ocd/persona.rdf/pr1813
VINCENZO,DE NITTIS,http://dati.camera.it/ocd/persona.rdf/pr1814
FEDELE,DE NOVELLIS,http://dati.camera.it/ocd/persona.rdf/pr1816
DAVIDE,CONSIGLIO,http://dati.camera.it/ocd/persona.rdf/pr1851
LUIGI,CONTARINI,http://dati.camera.it/ocd/persona.rdf/pr1852
EMILIO,CONTI,http://dati.camera.it/ocd/persona.rdf/pr1855
PASQUALE,CORDOPATRI,http://dati.camera.it/ocd/persona.rdf/pr1865
VINCENZO,CORDOVA SAVINI,http://dati.camera.it/ocd/persona.rdf/pr1867
GIAMPIETRO,CHIRONI,http://dati.camera.it/ocd/persona.rdf/pr1692
ERNESTO,CIANCIOLO,http://dati.camera.it/ocd/persona.rdf/pr1697
GUGLIELMO,ACTON,http://dati.camera.it/ocd/persona.rdf/pr17
GIACINTO,CIBRARIO,http://dati.camera.it/ocd/persona.rdf/pr1701
ANTONIO,CICCONE,http://dati.camera.it/ocd/persona.rdf/pr1706
FILIPPO,CAVALLINI,http://dati.camera.it/ocd/persona.rdf/pr1711
GASPARE,CAVALLINI,http://dati.camera.it/ocd/persona.rdf/pr1712
GIAN LUCA,DELLA SOMAGLIA CAVAZZI,http://dati.camera.it/ocd/persona.rdf/pr1715
NAPOLEONE,COLAJANNI,http://dati.camera.it/ocd/persona.rdf/pr1658
RAFFAELLO,COLARUSSO,http://dati.camera.it/ocd/persona.rdf/pr1659
ANTONIO,COLOCCI,http://dati.camera.it/ocd/persona.rdf/pr1668
ERNESTO,DI SAMBUY (BALBO BERTONE),http://dati.camera.it/ocd/persona.rdf/pr2176
GENNARO,DI SAN DONATO (SAMBIASE SAN SEVERINO),http://dati.camera.it/ocd/persona.rdf/pr2177
ANTONINO,DI SAN GIULIANO PATERNÒ CASTELLO,http://dati.camera.it/ocd/persona.rdf/pr2178
BENEDETTO,DI SAN GIUSEPPE,http://dati.camera.it/ocd/persona.rdf/pr2179
PAOLO,DI CAMPOREALE BECCADELLI BOLOGNA ACTON,http://dati.camera.it/ocd/persona.rdf/pr2185
FRANCESCO,DURANTE,http://dati.camera.it/ocd/persona.rdf/pr2080
AUGUSTO,ELIA,http://dati.camera.it/ocd/persona.rdf/pr2081
VITTORIO,ELLENA,http://dati.camera.it/ocd/persona.rdf/pr2082
PIETRO,ELLERO,http://dati.camera.it/ocd/persona.rdf/pr2084
ADOLFO,ENGEL,http://dati.camera.it/ocd/persona.rdf/pr2087
GIUSEPPE,EPISCOPO,http://dati.camera.it/ocd/persona.rdf/pr2089
GIACOMO,DEL GIUDICE,http://dati.camera.it/ocd/persona.rdf/pr2096
ANDREA,DEL SANTO,http://dati.camera.it/ocd/persona.rdf/pr2102
PIETRO,DELVECCHIO,http://dati.camera.it/ocd/persona.rdf/pr2105
